"BackpressureLL__c","BackpressureUL__c","CDC_Ext_ID__c","Flag__c","Name","PalletDesign__c","PalletMatlCode__c","PalletType__c","PosProxSensorAvailable__c","PTC__c","SettingLL__c","SettingUL__c","SpacerYN__c","SZC__c","WeightMatlCode__c"
"-14.696","100.0","","","a6m8A000000VoM2","Spring","6","N","N","1221B Fiberglass","0.0","1.0","N","06","NA"
