"CDC_Ext_ID__c","Configurator__c","Field1__c","Field2__c","Field3__c","Field4__c","Field5__c","Field6__c","Field7__c","Field8__c","Field9__c","Field10__c","Field11__c","Field12__c","Field13__c","Field14__c","Field15__c","Field16__c","Field17__c","Field18__c","Field19__c","Field20__c","Field21__c","Field22__c","Field23__c","Field24__c","Field25__c","Field26__c","Field27__c","Field28__c","Field29__c","Field30__c","Field31__c","Field32__c","Field33__c","Field34__c","Field35__c","Field36__c","Field37__c","Field38__c","Field39__c","Field40__c","Field41__c","Field42__c","Field43__c","Field44__c","Field45__c","Field46__c","Field47__c","Field48__c","Field49__c","Field50__c","Field51__c","Field52__c","Field53__c","Field54__c","Field55__c","Field56__c","Field57__c","Field58__c","Field59__c","Field60__c","Field61__c","Field62__c","Field63__c","Field64__c","Field65__c","Field66__c","Field67__c","Field68__c","Field69__c","Field70__c","Field71__c","Field72__c","Field73__c","Field74__c","Field75__c","Field76__c","Field77__c","Field78__c","Field79__c","Field80__c","Field81__c","Field82__c","Field83__c","Field84__c","Field85__c","Field86__c","Field87__c","Field88__c","Field89__c","Field90__c","Field91__c","Field92__c","Field93__c","Field94__c","Field95__c","Field96__c","Field97__c","Field98__c","Field99__c","Field100__c","Field101__c","Field102__c","Field103__c","Field104__c","Field105__c","FieldOpp1__c","FieldOpp2__c","FieldOpp3__c","FieldOpp4__c","FieldOpp5__c","FieldOpp6__c","FieldOpp7__c","FieldOpp8__c","FieldOpp9__c","FieldOpp10__c","FieldOpp11__c","FieldOpp12__c","FieldOpp13__c","FieldOpp14__c","FieldOpp15__c","FieldOpp16__c","FieldOpp17__c","FieldOpp18__c","FieldOpp19__c","FieldOpp20__c","FieldOpp21__c","FieldOpp22__c","Flag__c","Name"
"","HLD","ASME","CSA","ATEX","CUTR","PED","KOSHA","NACE","D3ASRV","CHINAMFG","CSSUM","SZC","PTC","HCLASS","HIC","HOC","HRTMAXUOM","MCCF","BoreCF","JackscrewCF","MCHG","MCSpacerRing","MCHO","MCKBLDOUT","GaugeTapOut","EyeboltMatOut","FacingOut","CoatingOut","LiningOut","BoreOut","NippleSelectionOut","TeeSelectionOut","ReducingBushingSelectionOut","PressUnitsOut","PhysicalPropsOut","TubeCaseMatlOut","ExcessFlowValveSelectionOut","MCMFLG","GaugeTapMFLG","EyeboltMatlMFLG","CoatingMFLG","LiningMFLG","NippleMFLG","TeeMFLG","ReducerBushingSelectionMFLG","PressUnitsMFLG","PhysicalPropsMFLG","TubeCaseMatlMFLG","ExcessFlowValveSelectionMFLG","MCHN","MCCLMP","MCHRNG","MCHI","MCKBLDIN","GaugeTapIn","EyeboltMatlIn","JHOOK","FacingIn","CoatingIn","LiningIn","BoreIn","MCBODY","CoatingBody","MCStudsNuts","MCJackscrews","ASSYLOCATION","MATLSOURCE","CLEAN","SHELLTEST","PMI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a5H8A000000UkdO"
