"CDC_Ext_ID__c","Lead_Time_Override__c","Lead_Time__c","OA_Overridden__c","OA__c","OB_Overridden__c","OB__c","OW_Overridden__c","OW__c","Total_Lead_Time_40_OHLD__c","Total_Lead_Time_CDC_OHLD__c","Total_Lead_Time_GCI_OHLD__c","Total_Lead_Time_GP_OHLD__c"
"48","20.0","20.0","4"" (100mm) HPX Insert Continental Disc Holder
For 300# ASME Bolting","4"" (100mm) HPX Insert Continental Disc Holder
For 300# ASME Bolting","316 SS Outlet
316 SS Inlet
316 SS Studs and Nuts","316 SS Outlet
316 SS Inlet
316 SS Studs and Nuts","","","","","",""
