"ATEX__c","BRAND__c","CDC_Ext_ID__c","CUTR__c","Description__c","FA_Combo__c","Flag__c","GasGroup__c","MaxMAWP__c","NACE__c","Name","OP_Percent__c","PED__c","PosCMethod__c","PosDir__c","PosEffDia__c","PosFullOP__c","PosIntMethod__c","PosLoad__c","PosMinOP__c","PTC__c","SZC__c","VacCMethod__c","VacDir__c","VacEffDia__c","VacFullOP__c","VacIntMethod__c","VacLoad__c","VacMinOP__c","Venting__c"
"Y","Groth","","Y","6"" 1221B Fiberglass","N","","6.0","30.0","N","a6l8A000000N84n","100.0","N","C1","Y","6.06","100.0","Power","S","20.0","1221B Fiberglass","06","C3","Y","6.06","100.0","Power","F","10.0","PA"
